address,bank,body,amount
JD-IDFCFB,IDFC FIRST Bank,Txn alert: INR302.57 debited on Card linked to IDFC FIRST Bank A/c xxxx7595 at Amazon on 24-07-25. Ref 746PFMCIE4ACJ.,302.57
TM-SBIINB,State Bank of India,"₹3,469.05 received to your State Bank of India A/c **2948 on 02-06-25. Ref 831439999184.",3469.05
JD-IDFCFB-I,IDFC FIRST Bank,"INR1,577.88 credited to your IDFC FIRST Bank A/c xxxx3239 on 16-06-25. Ref 747326323130.",1577.88
VK-KOTAKB-T,Kotak Mahindra Bank,"Rs.1,6,195.98 paid from Kotak Mahindra Bank A/c xxxx3938 via NETBANK on 16-06-25. Ref 645155157371.",16195.98
BZ-BOBMSG,Bank of Baroda,₹359.93 received to your Bank of Baroda A/c xxxx4734 on 28/06/2025. Ref 251583719939.,359.93
TM-SBIINB-T,State Bank of India,₹370.24 paid from State Bank of India A/c xxxx7961 via IMPS on 18/07/2025. Ref 183520638811.,370.24
VK-AXISUPI-T,Axis Bank,"Tx Alert: ₹1,6,133.67 added to your Axis Bank A/c XX3644 on 20-Jul-2025. Ref 804771086944.",16133.67
MD-PNBSMS,Punjab National Bank,"PNB Alert: INR4,866.35 received to your Punjab National Bank A/c **7346 on 21/07/2025. Ref 3AH78Y3ON2F.",4866.35
AD-BOBMSG-T,Bank of Baroda,"₹3,4,574.15 CR to your Bank of Baroda A/c **2416 on 12-Jun-2025. Ref 683307942220.",34574.15
AD-SBIUPI-I,State Bank of India,"₹7,046.81 purchase from State Bank of India A/c XX9750 via NEFT on 16-Jun-2025. Ref 866202000302.",7046.81
BP-KOTAKUPI-I,Kotak Mahindra Bank,Txn alert: ₹124.79 DR on Card linked to Kotak Mahindra Bank A/c XX*7949 at Ola on 02-Aug-2025. Ref 678975136253.,124.79
AD-YESBNK-S,YES Bank,YES Alert: INR99.94 debited from YES Bank A/c **6254 via IMPS on 10/07/2025. Ref CV2A6PG4GKS6R6BI.,99.94
VM-ICICIB-T,ICICI Bank,"Tx Alert: ₹3,8,539.18 received to ICICI Bank A/c **7540 on 17/06/2025 via IMPS. Ref 578896683717. Avail bal ₹13,0,623.56.",38539.18
VK-INDUSUPI-I,IndusInd Bank,Txn alert: INR146.99 spent on Card linked to IndusInd Bank A/c **4232 at BPCL on 28-Aug-2025. Ref 174908409547.,146.99
BP-YESBNK-I,YES Bank,"₹4,5,059.22 spent from YES Bank A/c **1081 via NETBANK on 26-08-25. Ref 8XTR5IGZGXOI.",45059.22
VM-ICICIB,ICICI Bank,Txn alert: ₹944.39 paid on Card linked to ICICI Bank A/c **9026 at Swiggy on 10-06-25. Ref 766667928028.,944.39
AD-PNBSMS-I,Punjab National Bank,"₹2,805.74 CR to your Punjab National Bank A/c xxxx4134 on 07-Jul-2025. Ref SV8JRD8SPW0S1NK. Avail bal ₹12,4,234.32.",2805.74
BZ-HDFCBK-S,HDFC Bank,"INR4,9,528.55 debited from HDFC Bank A/c **4598 via NEFT on 14-Aug-2025. Ref C32OC6UZHR5XFF0T.",49528.55
VK-SBIINB-S,State Bank of India,"INR3,6,178.67 received to State Bank of India A/c xxxx3514 on 17/06/2025 via IMPS. Ref 732720090143. Bal INR 14,1,573.31.",36178.67
VK-INDUSUPI-T,IndusInd Bank,"INR3,780.34 debited from IndusInd Bank A/c xxxx2200 via CHEQUE on 26/07/2025. Ref 889208391474.",3780.34
VK-SBIINB-T,State Bank of India,"SBI Alert: Txn alert: ₹464.20 paid on Card linked to State Bank of India A/c **8504 at Spencer's on 09/08/2025. Ref 915915582163. Avail bal ₹5,8,320.52.",464.2
AD-INDUSB-S,IndusInd Bank,"Rs.1,8,556.60 CR to your IndusInd Bank A/c XX*8385 on 24-Aug-2025. Ref 841711416165.",18556.6
VM-ICICIB-T,ICICI Bank,"Txn alert: Rs.3,4,854.08 debited on Card linked to ICICI Bank A/c XX1108 at HP Fuel on 25-Jul-2025. Ref WR965R96KHUB. Avail bal Rs.13,7,424.56.",34854.08
VM-INDUSB-T,IndusInd Bank,"INDUSIND Alert: Rs.3,8,614.27 added to IndusInd Bank A/c XX6508 on 29-06-25 via NEFT. Ref 611GQIT8D9GX2H. Avl bal: Rs. 3,7,773.58.",38614.27
VK-SBIINB,State Bank of India,"₹3,7,629.44 CR to your State Bank of India A/c **3064 on 10/07/2025. Ref 707788001544. Bal ₹ 17,8,118.71.",37629.44
BZ-HDFCBK-S,HDFC Bank,"Txn alert: Rs.2,484.67 purchase on Card linked to HDFC Bank A/c XX*4340 at Reliance Trends on 08-Jun-2025. Ref 911097603102.",2484.67
AD-IDFCFB,IDFC FIRST Bank,"Dear Customer, Txn alert: Rs.224.32 DR on Card linked to IDFC FIRST Bank A/c XX5249 at Google Play Store on 23-07-25. Ref FFRBEWRUKFWPZDPV. Avl bal: Rs. 18,9,057.91.",224.32
JD-IDFCFB-S,IDFC FIRST Bank,"Dear Customer, Txn alert: Rs.492.53 paid on Card linked to IDFC FIRST Bank A/c xxxx3021 at Paytm on 17-07-25. Ref 378651679766. Bal Rs. 13,0,737.84.",492.53
AD-YESBNK-I,YES Bank,"Tx Alert: ₹2,8,973.26 CR to your YES Bank A/c **2031 on 16-Aug-2025. Ref 5VI7LIG9GMYK.",28973.26
VM-HDFCBK-I,HDFC Bank,"INR1,747.90 credited to HDFC Bank A/c **4919 on 01/07/2025 via NEFT. Ref 416597264475. Avail bal INR4,6,636.67.",1747.9
AX-AXISBK-T,Axis Bank,"Txn alert: Rs.2,1,599.58 spent on Card linked to Axis Bank A/c XX1080 at Uber on 15/06/2025. Ref 150615949219.",21599.58
AD-IDFCFB-S,IDFC FIRST Bank,"Tx Alert: ₹7,464.76 purchase from IDFC FIRST Bank A/c XX*1376 via NETBANK on 29-07-25. Ref 231598826493. Avail bal ₹4,3,573.42.",7464.76
VM-IDFCUPI,IDFC FIRST Bank,Txn alert: Rs.358.53 spent on Card linked to IDFC FIRST Bank A/c **3751 at IRCTC on 21-Aug-2025. Ref 2MNJ7OVHM3K.,358.53
VK-AXISUPI,Axis Bank,"INR4,3,073.96 credited to your Axis Bank A/c **6690 on 26/07/2025. Ref 231929910067. Avail bal INR5,5,192.65.",43073.96
BP-KOTAKUPI,Kotak Mahindra Bank,"Dear Customer, Rs.2,481.98 CR to your Kotak Mahindra Bank A/c XX*5252 on 19-Jun-2025. Ref 291685842884.",2481.98
VK-AXISUPI,Axis Bank,"Rs.466.96 CR to your Axis Bank A/c xxxx9486 on 28/06/2025. Ref 226121244980. Avail bal Rs.13,8,474.54.",466.96
VM-ICICIB-S,ICICI Bank,"Credited alert! INR4,596.60 credited to your ICICI Bank A/c xxxx6416 on 15-Jun-2025 via UPI from VPA croma@ybl (Ref 197373922878).",4596.6
VK-INDUSUPI-S,IndusInd Bank,"Tx Alert: ₹2,2,971.54 paid from IndusInd Bank A/c xxxx2371 via IMPS on 15/08/2025. Ref AN0FVEL57OB. Avail bal ₹4,9,250.57.",22971.54
AD-AXISBK-I,Axis Bank,"Txn alert: Rs.1,391.68 paid on Card linked to Axis Bank A/c XX9169 at Swiggy on 05-Jun-2025. Ref EQVVIAA2UAQE8.",1391.68
VM-INDUSB-T,IndusInd Bank,₹208.95 added to IndusInd Bank A/c **6470 on 21-07-25 via NEFT. Ref 4PN8QIX43IRGM5DK.,208.95
VM-HDFCBK-T,HDFC Bank,₹373.26 paid from HDFC Bank A/c XX1090 via NEFT on 27-Jul-2025. Ref G8SBI4Q2Y9V.,373.26
JD-IDFCFB,IDFC FIRST Bank,Rs.490.10 CR to your IDFC FIRST Bank A/c XX6254 on 27-06-25. Ref 279838119977.,490.1
VM-INDUSB-S,IndusInd Bank,"Dear Customer, INR181.11 added to your IndusInd Bank A/c **3474 on 19-Aug-2025. Ref 782777927867.",181.11
VM-ICICIB,ICICI Bank,"Tx Alert: Rs.2,530.07 received to your ICICI Bank A/c XX*1276 on 24/08/2025. Ref AZC0B4MSKYVK7N. Bal Rs. 7,8,503.02.",2530.07
AD-PNBSMS,Punjab National Bank,"₹221.25 spent from Punjab National Bank A/c XX4913 via CHEQUE on 09-07-25. Ref 648197394273. Bal ₹ 11,5,730.27.",221.25
BP-YESBNK-I,YES Bank,INR471.85 added to your YES Bank A/c xxxx6967 on 07/06/2025. Ref 170201608290.,471.85
VK-AXISUPI-T,Axis Bank,"Txn alert: INR4,447.15 debited on Card linked to Axis Bank A/c xxxx9632 at DMart on 13-Jul-2025. Ref 485168657167. Bal INR 8,699.45.",4447.15
BZ-BOBMSG-T,Bank of Baroda,"BOB Alert: INR735.50 added to your Bank of Baroda A/c xxxx1197 on 09-Jun-2025. Ref DPFTBAQX16OEM. Avl bal: INR 19,1,001.12.",735.5
VK-BOBUPI-S,Bank of Baroda,"Tx Alert: Rs.2,9,861.92 credited to your Bank of Baroda A/c XX4812 on 25-07-25. Ref 215706405906.",29861.92
BZ-BOBMSG-I,Bank of Baroda,"Tx Alert: Rs.3,230.13 received to Bank of Baroda A/c XX*9378 on 02/06/2025 via IMPS. Ref 67ILPLSOS0I9MY.",3230.13
AD-IDFCFB,IDFC FIRST Bank,"ATM cash spent: INR397.59 from A/c xxxx7017 on 08-07-25. Ref 321397982464. Avl bal: INR 12,1,583.18.",397.59
VM-IDFCUPI-S,IDFC FIRST Bank,"₹899.06 spent from IDFC FIRST Bank A/c xxxx4463 via IMPS on 29-06-25. Ref SDP8MVHAEWABHB7Z. Avail bal ₹17,0,172.05.",899.06
BP-KOTAKUPI-T,Kotak Mahindra Bank,"INR1,557.97 credited to Kotak Mahindra Bank A/c XX2871 on 06/07/2025 via IMPS. Ref 396497725120.",1557.97
BP-KOTAKUPI-S,Kotak Mahindra Bank,"Dear Customer, INR3,269.65 CR to your Kotak Mahindra Bank A/c XX3713 on 29/06/2025. Ref 583126421679.",3269.65
VK-YESUPI-T,YES Bank,"Rs.989.48 credited to YES Bank A/c xxxx7954 on 07/08/2025 via IMPS. Ref 3K8EKT292MI560. Avl bal: Rs. 7,5,173.37.",989.48
VK-INDUSUPI-T,IndusInd Bank,"Tx Alert: Rs.4,1,543.83 added to your IndusInd Bank A/c **2119 on 29-Jun-2025. Ref THKTGYLEYO3HL. Bal Rs. 17,2,763.66.",41543.83
AD-KOTAKB-T,Kotak Mahindra Bank,Rs.197.36 credited to your Kotak Mahindra Bank A/c **4304 on 30/06/2025. Ref 400609071589.,197.36
VK-INDUSUPI-T,IndusInd Bank,"₹3,1,079.99 CR to your IndusInd Bank A/c **5046 on 26-Aug-2025. Ref 295410182522.",31079.99
AD-SBIUPI,State Bank of India,"Rs.3,311.47 credited to your State Bank of India A/c XX*4814 on 06-07-25. Ref 909356935350.",3311.47
BZ-HDFCBK,HDFC Bank,"Tx Alert: ₹1,5,044.48 added to your HDFC Bank A/c XX2679 on 12-06-25. Ref 130201276659.",15044.48
VM-IDFCUPI-T,IDFC FIRST Bank,"₹3,588.78 added to your IDFC FIRST Bank A/c XX2743 on 18-Jul-2025. Ref 689318630265.",3588.78
VK-KOTAKB-T,Kotak Mahindra Bank,"KOTAK Alert: ₹1,581.74 added to your Kotak Mahindra Bank A/c XX*3900 on 23/08/2025. Ref 7OFVWJ7YZ6L7. Bal ₹ 8,3,021.15.",1581.74
VK-YESUPI-I,YES Bank,"₹3,658.21 spent from YES Bank A/c xxxx9341 via CHEQUE on 01-Jun-2025. Ref 689064453468.",3658.21
BP-KOTAKUPI-T,Kotak Mahindra Bank,Tx Alert: Rs.322.50 received to Kotak Mahindra Bank A/c XX*2335 on 13-Aug-2025 via IMPS. Ref 263136806903.,322.5
JD-IDFCFB-I,IDFC FIRST Bank,"Credited alert! ₹4,180.23 credited to your IDFC FIRST Bank A/c **2522 on 10/08/2025 via UPI from VPA swiggy@oksbi (Ref 360809767084).",4180.23
VK-INDUSUPI,IndusInd Bank,"INR4,8,007.41 DR from IndusInd Bank A/c **5236 via NETBANK on 23-08-25. Ref 438766916691.",48007.41
JD-IDFCFB-T,IDFC FIRST Bank,"IDFC Alert: INR1,193.74 purchase from IDFC FIRST Bank A/c XX*5677 via IMPS on 27-08-25. Ref 09Q6OHXXYFGG3T.",1193.74
VK-YESUPI-S,YES Bank,YES Alert: ₹265.41 debited from YES Bank A/c **3255 via NEFT on 25-08-25. Ref 799031538638.,265.41
AD-HDFCBK-T,HDFC Bank,"Rs.2,983.60 DR from HDFC Bank A/c xxxx8570 via NEFT on 24/06/2025. Ref GXPBWHVNZH13CD5.",2983.6
VK-PNBUPI,Punjab National Bank,"₹221.63 received to Punjab National Bank A/c XX1210 on 08-08-25 via NEFT. Ref 0VSVITS03L. Avl bal: ₹ 19,0,391.94.",221.63
BP-KOTAKUPI-T,Kotak Mahindra Bank,"INR4,7,043.86 CR to your Kotak Mahindra Bank A/c xxxx9864 on 28-06-25. Ref 212323796374.",47043.86
BP-KOTAKUPI-I,Kotak Mahindra Bank,"Rs.440.18 CR to your Kotak Mahindra Bank A/c **7833 on 23/08/2025. Ref E1XTAR0KO31NZS. Avl bal: Rs. 5,2,868.57.",440.18
VK-KOTAKB-T,Kotak Mahindra Bank,Added alert! INR139.40 added to your Kotak Mahindra Bank A/c XX9692 on 18-08-25 via UPI from VPA viprepaid@okaxis (Ref TY9GFYW4I7ZT).,139.4
AX-AXISBK-S,Axis Bank,"AXIS Alert: Txn alert: Rs.973.51 debited on Card linked to Axis Bank A/c XX*7719 at VI Prepaid on 06-06-25. Ref 654941437565. Avail bal Rs.14,9,318.51.",973.51
VK-INDUSUPI-T,IndusInd Bank,"INR8,059.53 CR to IndusInd Bank A/c xxxx8738 on 15-Jul-2025 via IMPS. Ref F8RPJX0WUZLLGYG. Bal INR 19,5,510.92.",8059.53
AD-AXISBK-S,Axis Bank,"INR110.42 received to your Axis Bank A/c XX*9533 on 06-08-25. Ref 1I0MHB792ZI5. Avail bal INR9,8,582.64.",110.42
BZ-HDFCBK,HDFC Bank,"INR4,511.00 added to your HDFC Bank A/c XX7154 on 30/06/2025. Ref 5E4E9OE9419QZPN. Avl bal: INR 18,7,513.37.",4511
VK-KOTAKB-T,Kotak Mahindra Bank,"Rs.9,110.22 spent from Kotak Mahindra Bank A/c xxxx3400 via UPI to Croma (croma@ybl) on 12-07-25. Ref 103756438921. Bal Rs. 9,4,601.97.",9110.22
AD-KOTAKB,Kotak Mahindra Bank,"INR3,736.49 CR to your Kotak Mahindra Bank A/c XX*3663 on 02-Jun-2025. Ref 242757097552.",3736.49
VK-SBIINB-I,State Bank of India,"Dear Customer, ₹7,147.98 received to your State Bank of India A/c XX*3043 on 29-07-25. Ref 107459751297. Avail bal ₹5,7,264.83.",7147.98
VK-PNBUPI-I,Punjab National Bank,"PNB Alert: INR3,045.20 debited from Punjab National Bank A/c XX*6593 via NEFT on 12/07/2025. Ref 577395467293. Bal INR 16,7,801.62.",3045.2
AD-BOBMSG-S,Bank of Baroda,"Dear Customer, Txn alert: INR1,0,108.49 purchase on Card linked to Bank of Baroda A/c **4706 at Big Bazaar on 27-08-25. Ref 889398730971.",10108.49
AD-KOTAKB,Kotak Mahindra Bank,KOTAK Alert: ₹195.23 received to Kotak Mahindra Bank A/c XX*8555 on 01/07/2025 via NEFT. Ref 587922239117.,195.23
AD-PNBSMS,Punjab National Bank,"₹4,874.11 purchase from Punjab National Bank A/c XX3544 via IMPS on 18-Jul-2025. Ref 367488461198. Avl bal: ₹ 7,0,531.94.",4874.11
VK-INDUSUPI,IndusInd Bank,"INDUSIND Alert: Rs.1,6,509.17 paid from IndusInd Bank A/c xxxx7666 via CHEQUE on 03-08-25. Ref 187502203276. Avail bal Rs.16,6,560.16.",16509.17
AD-SBIUPI-S,State Bank of India,"INR2,890.82 spent from State Bank of India A/c **5466 via UPI to IRCTC (irctc@oksbi) on 03-Jul-2025. Ref 210820104959.",2890.82
